time	from	to
2019-07-02T00:00:00	865	337
2019-07-02T00:00:00	866	864
2019-07-02T00:00:00	866	868
2019-07-02T00:00:00	866	562
2019-07-02T00:00:00	867	239
2019-07-02T00:00:00	867	338
2019-07-02T00:00:00	867	933
2019-07-02T00:00:00	868	864
2019-07-02T00:00:00	868	49
2019-07-02T00:00:00	868	274
2019-07-02T00:00:00	868	866
2019-07-02T00:00:00	868	745
2019-07-02T00:00:00	868	929
2019-07-02T00:00:00	868	562
2019-07-02T00:00:00	869	418
2019-07-02T00:00:00	870	238
2019-07-02T00:00:00	870	216
2019-07-02T00:00:00	870	873
2019-07-02T00:00:00	870	660
2019-07-02T00:00:00	870	875
2019-07-02T00:00:00	870	340
2019-07-02T00:00:00	870	874
2019-07-02T00:00:00	871	27
2019-07-02T00:00:00	872	266
2019-07-02T00:00:00	872	611
2019-07-02T00:00:00	872	558
2019-07-02T00:00:00	873	870
2019-07-02T00:00:00	873	614
2019-07-02T00:00:00	873	875
2019-07-02T00:00:00	873	874
2019-07-02T00:00:00	873	467
2019-07-02T00:00:00	874	870
2019-07-02T00:00:00	874	724
2019-07-02T00:00:00	874	917
2019-07-02T00:00:00	874	873
2019-07-02T00:00:00	874	660
2019-07-02T00:00:00	874	290
2019-07-02T00:00:00	874	875
2019-07-02T00:00:00	874	831
2019-07-02T00:00:00	874	512
2019-07-02T00:00:00	875	870
2019-07-02T00:00:00	875	917
2019-07-02T00:00:00	875	873
2019-07-02T00:00:00	875	660
2019-07-02T00:00:00	875	290
2019-07-02T00:00:00	875	831
2019-07-02T00:00:00	875	512
2019-07-02T00:00:00	875	874
2019-07-02T00:00:00	876	121
2019-07-02T00:00:00	876	433
2019-07-02T00:00:00	877	120
2019-07-02T00:00:00	879	60
2019-07-02T00:00:00	879	833
2019-07-02T00:00:00	879	830
2019-07-02T00:00:00	879	921
2019-07-02T00:00:00	880	381
2019-07-02T00:00:00	880	970
2019-07-02T00:00:00	880	955
2019-07-02T00:00:00	881	59
2019-07-02T00:00:00	881	224
2019-07-02T00:00:00	884	940
2019-07-02T00:00:00	884	388
2019-07-02T00:00:00	884	483
2019-07-02T00:00:00	885	309
2019-07-02T00:00:00	885	321
2019-07-02T00:00:00	885	538
2019-07-02T00:00:00	885	844
2019-07-02T00:00:00	885	148
2019-07-02T00:00:00	886	372
2019-07-02T00:00:00	886	896
2019-07-02T00:00:00	886	431
2019-07-02T00:00:00	887	536
2019-07-02T00:00:00	887	325
2019-07-02T00:00:00	888	146
2019-07-02T00:00:00	888	508
2019-07-02T00:00:00	889	693
2019-07-02T00:00:00	889	893
2019-07-02T00:00:00	889	21
2019-07-02T00:00:00	889	897
2019-07-02T00:00:00	889	30
2019-07-02T00:00:00	889	380
2019-07-02T00:00:00	889	894
2019-07-02T00:00:00	890	734
2019-07-02T00:00:00	890	105
2019-07-02T00:00:00	891	858
2019-07-02T00:00:00	891	401
2019-07-02T00:00:00	893	889
2019-07-02T00:00:00	893	81
2019-07-02T00:00:00	893	21
2019-07-02T00:00:00	893	897
2019-07-02T00:00:00	893	894
2019-07-02T00:00:00	894	574
2019-07-02T00:00:00	894	889
2019-07-02T00:00:00	894	893
2019-07-02T00:00:00	894	897
2019-07-02T00:00:00	894	210
2019-07-02T00:00:00	895	624
2019-07-02T00:00:00	896	372
2019-07-02T00:00:00	896	886
2019-07-02T00:00:00	896	431
2019-07-02T00:00:00	897	574
2019-07-02T00:00:00	897	902
2019-07-02T00:00:00	897	889
2019-07-02T00:00:00	897	893
2019-07-02T00:00:00	897	210
2019-07-02T00:00:00	897	894
2019-07-02T00:00:00	898	683
2019-07-02T00:00:00	898	857
2019-07-02T00:00:00	898	545
2019-07-02T00:00:00	899	180
2019-07-02T00:00:00	900	224
2019-07-02T00:00:00	902	572
2019-07-02T00:00:00	902	897
2019-07-02T00:00:00	904	269
2019-07-02T00:00:00	904	909
2019-07-02T00:00:00	904	226
2019-07-02T00:00:00	904	68
2019-07-02T00:00:00	904	912
2019-07-02T00:00:00	905	445
2019-07-02T00:00:00	905	442
2019-07-02T00:00:00	906	915
2019-07-02T00:00:00	906	621
2019-07-02T00:00:00	906	972
2019-07-02T00:00:00	906	919
2019-07-02T00:00:00	907	627
2019-07-02T00:00:00	907	965
2019-07-02T00:00:00	907	355
2019-07-02T00:00:00	907	805
2019-07-02T00:00:00	908	111
2019-07-02T00:00:00	908	691
2019-07-02T00:00:00	909	269
2019-07-02T00:00:00	909	24
2019-07-02T00:00:00	909	904
2019-07-02T00:00:00	909	226
2019-07-02T00:00:00	909	68
2019-07-02T00:00:00	909	912
2019-07-02T00:00:00	910	389
2019-07-02T00:00:00	910	575
2019-07-02T00:00:00	910	921
2019-07-02T00:00:00	910	211
2019-07-02T00:00:00	910	183
2019-07-02T00:00:00	910	88
2019-07-02T00:00:00	911	429
2019-07-02T00:00:00	911	529
2019-07-02T00:00:00	911	988
2019-07-02T00:00:00	911	366
2019-07-02T00:00:00	912	909
2019-07-02T00:00:00	912	904
2019-07-02T00:00:00	913	375
2019-07-02T00:00:00	914	353
2019-07-02T00:00:00	914	677
2019-07-02T00:00:00	915	906
2019-07-02T00:00:00	915	919
2019-07-02T00:00:00	915	506
2019-07-02T00:00:00	916	123
2019-07-02T00:00:00	916	349
2019-07-02T00:00:00	916	129
2019-07-02T00:00:00	917	724
2019-07-02T00:00:00	917	261
2019-07-02T00:00:00	917	290
2019-07-02T00:00:00	917	875
2019-07-02T00:00:00	917	831
2019-07-02T00:00:00	917	512
2019-07-02T00:00:00	917	874
2019-07-02T00:00:00	918	426
2019-07-02T00:00:00	919	906
2019-07-02T00:00:00	919	915
2019-07-02T00:00:00	921	853
2019-07-02T00:00:00	921	435
2019-07-02T00:00:00	921	910
2019-07-02T00:00:00	921	347
2019-07-02T00:00:00	921	879
2019-07-02T00:00:00	922	611
2019-07-02T00:00:00	923	552
2019-07-02T00:00:00	925	320
2019-07-02T00:00:00	925	855
2019-07-02T00:00:00	925	134
2019-07-02T00:00:00	926	359
2019-07-02T00:00:00	926	412
2019-07-02T00:00:00	927	653
2019-07-02T00:00:00	927	732
2019-07-02T00:00:00	927	137
2019-07-02T00:00:00	928	243
2019-07-02T00:00:00	928	932
2019-07-02T00:00:00	928	417
2019-07-02T00:00:00	928	505
2019-07-02T00:00:00	928	930
2019-07-02T00:00:00	929	864
2019-07-02T00:00:00	929	49
2019-07-02T00:00:00	929	443
2019-07-02T00:00:00	929	868
2019-07-02T00:00:00	929	745
2019-07-02T00:00:00	929	298
2019-07-02T00:00:00	930	753
2019-07-02T00:00:00	930	555
2019-07-02T00:00:00	930	932
2019-07-02T00:00:00	930	830
2019-07-02T00:00:00	930	585
2019-07-02T00:00:00	930	947
2019-07-02T00:00:00	930	928
2019-07-02T00:00:00	930	946
2019-07-02T00:00:00	931	295
2019-07-02T00:00:00	931	437
2019-07-02T00:00:00	931	122
2019-07-02T00:00:00	932	357
2019-07-02T00:00:00	932	928
2019-07-02T00:00:00	932	930
2019-07-02T00:00:00	933	451
2019-07-02T00:00:00	933	65
2019-07-02T00:00:00	933	239
2019-07-02T00:00:00	933	867
2019-07-02T00:00:00	934	743
2019-07-02T00:00:00	934	63
2019-07-02T00:00:00	935	832
2019-07-02T00:00:00	935	951
2019-07-02T00:00:00	935	291
2019-07-02T00:00:00	935	486
2019-07-02T00:00:00	935	687
2019-07-02T00:00:00	935	168
2019-07-02T00:00:00	935	327
2019-07-02T00:00:00	936	949
2019-07-02T00:00:00	936	397
2019-07-02T00:00:00	936	950
2019-07-02T00:00:00	937	772
2019-07-02T00:00:00	937	801
2019-07-02T00:00:00	937	193
2019-07-02T00:00:00	937	595
2019-07-02T00:00:00	937	810
2019-07-02T00:00:00	937	52
2019-07-02T00:00:00	938	826
2019-07-02T00:00:00	938	827
2019-07-02T00:00:00	939	953
2019-07-02T00:00:00	939	616
2019-07-02T00:00:00	939	286
2019-07-02T00:00:00	940	884
2019-07-02T00:00:00	940	483
2019-07-02T00:00:00	942	369
2019-07-02T00:00:00	943	947
2019-07-02T00:00:00	943	72
2019-07-02T00:00:00	943	946
2019-07-02T00:00:00	943	87
2019-07-02T00:00:00	943	64
2019-07-02T00:00:00	944	736
2019-07-02T00:00:00	944	232
2019-07-02T00:00:00	944	78
2019-07-02T00:00:00	946	555
2019-07-02T00:00:00	946	947
2019-07-02T00:00:00	946	585
2019-07-02T00:00:00	946	567
2019-07-02T00:00:00	946	280
2019-07-02T00:00:00	946	943
2019-07-02T00:00:00	946	930
2019-07-02T00:00:00	946	157
2019-07-02T00:00:00	947	555
2019-07-02T00:00:00	947	585
2019-07-02T00:00:00	947	444
2019-07-02T00:00:00	947	567
2019-07-02T00:00:00	947	946
2019-07-02T00:00:00	947	943
2019-07-02T00:00:00	947	930
2019-07-02T00:00:00	947	967
2019-07-02T00:00:00	947	649
2019-07-02T00:00:00	947	157
2019-07-02T00:00:00	948	393
2019-07-02T00:00:00	948	859
2019-07-02T00:00:00	949	125
2019-07-02T00:00:00	949	808
2019-07-02T00:00:00	949	936
2019-07-02T00:00:00	949	950
2019-07-02T00:00:00	949	655
2019-07-02T00:00:00	950	949
2019-07-02T00:00:00	950	936
2019-07-02T00:00:00	951	832
2019-07-02T00:00:00	951	291
2019-07-02T00:00:00	951	486
2019-07-02T00:00:00	951	935
2019-07-02T00:00:00	951	168
2019-07-02T00:00:00	952	468
2019-07-02T00:00:00	953	939
2019-07-02T00:00:00	954	67
2019-07-02T00:00:00	954	530
2019-07-02T00:00:00	954	482
2019-07-02T00:00:00	955	381
2019-07-02T00:00:00	955	880
2019-07-02T00:00:00	955	959
2019-07-02T00:00:00	955	971
2019-07-02T00:00:00	956	715
2019-07-02T00:00:00	956	188
2019-07-02T00:00:00	958	854
2019-07-02T00:00:00	958	124
2019-07-02T00:00:00	958	852
2019-07-02T00:00:00	959	971
2019-07-02T00:00:00	959	955
2019-07-02T00:00:00	960	1
2019-07-02T00:00:00	960	299
2019-07-02T00:00:00	960	632
2019-07-02T00:00:00	961	421
2019-07-02T00:00:00	962	999
2019-07-02T00:00:00	962	300
2019-07-02T00:00:00	963	323
2019-07-02T00:00:00	964	979
2019-07-02T00:00:00	964	58
2019-07-02T00:00:00	964	434
2019-07-02T00:00:00	964	975
2019-07-02T00:00:00	964	573
2019-07-02T00:00:00	964	966
2019-07-02T00:00:00	965	907
2019-07-02T00:00:00	965	627
2019-07-02T00:00:00	965	805
2019-07-02T00:00:00	965	14
2019-07-02T00:00:00	966	979
2019-07-02T00:00:00	966	58
2019-07-02T00:00:00	966	975
2019-07-02T00:00:00	966	434
2019-07-02T00:00:00	966	573
2019-07-02T00:00:00	966	964
2019-07-02T00:00:00	967	842
2019-07-02T00:00:00	967	701
2019-07-02T00:00:00	967	444
2019-07-02T00:00:00	967	947
2019-07-02T00:00:00	967	735
2019-07-02T00:00:00	967	787
2019-07-02T00:00:00	968	993
2019-07-02T00:00:00	968	694
2019-07-02T00:00:00	968	474
2019-07-02T00:00:00	968	998
2019-07-02T00:00:00	968	98
2019-07-02T00:00:00	970	880
2019-07-02T00:00:00	971	79
2019-07-02T00:00:00	971	959
2019-07-02T00:00:00	971	955
2019-07-02T00:00:00	972	80
2019-07-02T00:00:00	972	906
2019-07-02T00:00:00	973	974
2019-07-02T00:00:00	973	983
2019-07-02T00:00:00	974	983
2019-07-02T00:00:00	974	973
2019-07-02T00:00:00	975	979
2019-07-02T00:00:00	975	58
2019-07-02T00:00:00	975	434
2019-07-02T00:00:00	975	966
2019-07-02T00:00:00	975	964
2019-07-02T00:00:00	976	67
2019-07-02T00:00:00	976	537
2019-07-02T00:00:00	976	418
2019-07-02T00:00:00	976	233
2019-07-02T00:00:00	977	123
2019-07-02T00:00:00	977	438
2019-07-02T00:00:00	977	128
2019-07-02T00:00:00	979	982
2019-07-02T00:00:00	979	58
2019-07-02T00:00:00	979	975
2019-07-02T00:00:00	979	434
2019-07-02T00:00:00	979	573
2019-07-02T00:00:00	979	980
2019-07-02T00:00:00	979	635
2019-07-02T00:00:00	979	964
2019-07-02T00:00:00	979	966
2019-07-02T00:00:00	980	982
2019-07-02T00:00:00	980	979
2019-07-02T00:00:00	980	800
2019-07-02T00:00:00	982	979
2019-07-02T00:00:00	982	818
2019-07-02T00:00:00	982	798
2019-07-02T00:00:00	982	980
2019-07-02T00:00:00	983	974
2019-07-02T00:00:00	983	973
2019-07-02T00:00:00	983	834
2019-07-02T00:00:00	983	196
2019-07-02T00:00:00	984	769
2019-07-02T00:00:00	986	6
2019-07-02T00:00:00	987	317
2019-07-02T00:00:00	987	234
2019-07-02T00:00:00	987	991
2019-07-02T00:00:00	987	992
2019-07-02T00:00:00	988	911
2019-07-02T00:00:00	988	429
2019-07-02T00:00:00	988	529
2019-07-02T00:00:00	988	366
2019-07-02T00:00:00	988	714
2019-07-02T00:00:00	990	791
2019-07-02T00:00:00	991	317
2019-07-02T00:00:00	991	234
2019-07-02T00:00:00	991	987
2019-07-02T00:00:00	991	992
2019-07-02T00:00:00	992	987
2019-07-02T00:00:00	992	991
2019-07-02T00:00:00	993	968
2019-07-02T00:00:00	993	998
2019-07-02T00:00:00	994	177
2019-07-02T00:00:00	995	18
2019-07-02T00:00:00	996	406
2019-07-02T00:00:00	996	733
2019-07-02T00:00:00	997	494
2019-07-02T00:00:00	998	993
2019-07-02T00:00:00	998	694
2019-07-02T00:00:00	998	968
2019-07-02T00:00:00	998	474
2019-07-02T00:00:00	998	98
2019-07-02T00:00:00	999	660
2019-07-02T00:00:00	999	962
2019-07-02T00:00:00	999	84
2019-07-02T00:00:00	999	18
2019-07-03T00:00:00	1	218
2019-07-03T00:00:00	1	960
2019-07-03T00:00:00	2	786
2019-07-03T00:00:00	2	534
2019-07-03T00:00:00	2	675
2019-07-03T00:00:00	4	635
2019-07-03T00:00:00	4	840
2019-07-03T00:00:00	5	546
2019-07-03T00:00:00	6	421
2019-07-03T00:00:00	6	986
2019-07-03T00:00:00	6	618
2019-07-03T00:00:00	6	422
2019-07-03T00:00:00	6	199
2019-07-03T00:00:00	7	638
2019-07-03T00:00:00	8	462
2019-07-03T00:00:00	10	531
2019-07-03T00:00:00	10	37
2019-07-03T00:00:00	10	716
2019-07-03T00:00:00	11	488
2019-07-03T00:00:00	11	280
2019-07-03T00:00:00	11	593
2019-07-03T00:00:00	11	157
2019-07-03T00:00:00	12	514
2019-07-03T00:00:00	12	495
2019-07-03T00:00:00	12	98
2019-07-03T00:00:00	12	638
2019-07-03T00:00:00	12	523
2019-07-03T00:00:00	13	718
2019-07-03T00:00:00	13	669
2019-07-03T00:00:00	13	403
2019-07-03T00:00:00	13	719
2019-07-03T00:00:00	14	627
2019-07-03T00:00:00	14	965
2019-07-03T00:00:00	14	805
2019-07-03T00:00:00	15	110
2019-07-03T00:00:00	15	750
2019-07-03T00:00:00	18	843
2019-07-03T00:00:00	18	995
2019-07-03T00:00:00	18	999
2019-07-03T00:00:00	19	56
2019-07-03T00:00:00	19	722
2019-07-03T00:00:00	19	587
2019-07-03T00:00:00	19	525
2019-07-03T00:00:00	19	205
2019-07-03T00:00:00	19	129
2019-07-03T00:00:00	20	204
2019-07-03T00:00:00	20	996
2019-07-03T00:00:00	21	414
2019-07-03T00:00:00	21	559
2019-07-03T00:00:00	21	889
2019-07-03T00:00:00	21	81
2019-07-03T00:00:00	21	893
2019-07-03T00:00:00	21	73
2019-07-03T00:00:00	22	460
2019-07-03T00:00:00	22	69
2019-07-03T00:00:00	22	62
2019-07-03T00:00:00	23	240
2019-07-03T00:00:00	24	269
2019-07-03T00:00:00	24	909
2019-07-03T00:00:00	24	68
2019-07-03T00:00:00	25	311
2019-07-03T00:00:00	25	898
2019-07-03T00:00:00	25	787
2019-07-03T00:00:00	26	345
2019-07-03T00:00:00	26	94
2019-07-03T00:00:00	26	556
2019-07-03T00:00:00	27	346
2019-07-03T00:00:00	27	871
2019-07-03T00:00:00	27	187
2019-07-03T00:00:00	28	993
2019-07-03T00:00:00	28	765
2019-07-03T00:00:00	29	202
2019-07-03T00:00:00	29	727
2019-07-03T00:00:00	29	617
2019-07-03T00:00:00	29	70
2019-07-03T00:00:00	29	156
2019-07-03T00:00:00	30	693
2019-07-03T00:00:00	30	889
2019-07-03T00:00:00	30	152
2019-07-03T00:00:00	30	380
2019-07-03T00:00:00	30	515
2019-07-03T00:00:00	30	73
2019-07-03T00:00:00	31	298
2019-07-03T00:00:00	33	684
2019-07-03T00:00:00	34	751
2019-07-03T00:00:00	34	143
2019-07-03T00:00:00	34	579
2019-07-03T00:00:00	34	354
2019-07-03T00:00:00	35	387
2019-07-03T00:00:00	36	813
2019-07-03T00:00:00	36	422
2019-07-03T00:00:00	36	610
2019-07-03T00:00:00	37	310
2019-07-03T00:00:00	37	531
2019-07-03T00:00:00	37	817
2019-07-03T00:00:00	37	10
2019-07-03T00:00:00	38	197
2019-07-03T00:00:00	38	153
2019-07-03T00:00:00	38	44
2019-07-03T00:00:00	38	66
2019-07-03T00:00:00	39	626
2019-07-03T00:00:00	39	71
2019-07-03T00:00:00	40	381
2019-07-03T00:00:00	40	880
2019-07-03T00:00:00	41	214
2019-07-03T00:00:00	42	457
2019-07-03T00:00:00	42	345
2019-07-03T00:00:00	43	466
2019-07-03T00:00:00	43	77
2019-07-03T00:00:00	44	197
2019-07-03T00:00:00	44	200
2019-07-03T00:00:00	44	38
2019-07-03T00:00:00	44	222
2019-07-03T00:00:00	45	481
2019-07-03T00:00:00	45	636
2019-07-03T00:00:00	45	103
2019-07-03T00:00:00	46	266
2019-07-03T00:00:00	46	285
2019-07-03T00:00:00	47	850
2019-07-03T00:00:00	48	608
2019-07-03T00:00:00	48	702
2019-07-03T00:00:00	48	364
2019-07-03T00:00:00	49	864
2019-07-03T00:00:00	49	274
2019-07-03T00:00:00	49	260
2019-07-03T00:00:00	49	745
2019-07-03T00:00:00	49	868
2019-07-03T00:00:00	49	929
2019-07-03T00:00:00	50	76
2019-07-03T00:00:00	50	592
2019-07-03T00:00:00	50	284
2019-07-03T00:00:00	50	482
2019-07-03T00:00:00	51	355
2019-07-03T00:00:00	51	59
2019-07-03T00:00:00	51	224
2019-07-03T00:00:00	51	602
2019-07-03T00:00:00	52	772
2019-07-03T00:00:00	52	801
2019-07-03T00:00:00	52	937
2019-07-03T00:00:00	52	193
2019-07-03T00:00:00	54	174
2019-07-03T00:00:00	54	126
2019-07-03T00:00:00	56	19
2019-07-03T00:00:00	56	129
2019-07-03T00:00:00	57	98
2019-07-03T00:00:00	58	979
2019-07-03T00:00:00	58	434
2019-07-03T00:00:00	58	975
2019-07-03T00:00:00	58	573
2019-07-03T00:00:00	58	966
2019-07-03T00:00:00	58	964
2019-07-03T00:00:00	59	881
2019-07-03T00:00:00	59	51
2019-07-03T00:00:00	59	602
2019-07-03T00:00:00	60	879
2019-07-03T00:00:00	61	159
2019-07-03T00:00:00	61	101
2019-07-03T00:00:00	61	371
2019-07-03T00:00:00	61	167
2019-07-03T00:00:00	62	588
2019-07-03T00:00:00	62	460
2019-07-03T00:00:00	62	22
2019-07-03T00:00:00	62	69
2019-07-03T00:00:00	62	194
2019-07-03T00:00:00	63	934
2019-07-03T00:00:00	63	743
2019-07-03T00:00:00	63	264
2019-07-03T00:00:00	63	344
2019-07-03T00:00:00	64	339
2019-07-03T00:00:00	64	72
2019-07-03T00:00:00	64	943
2019-07-03T00:00:00	65	710
2019-07-03T00:00:00	65	391
2019-07-03T00:00:00	65	933
2019-07-03T00:00:00	66	38
2019-07-03T00:00:00	66	153
2019-07-03T00:00:00	66	222
2019-07-03T00:00:00	67	634
2019-07-03T00:00:00	67	976
2019-07-03T00:00:00	67	954
2019-07-03T00:00:00	68	269
2019-07-03T00:00:00	68	909
2019-07-03T00:00:00	68	24
2019-07-03T00:00:00	68	904
2019-07-03T00:00:00	68	226
2019-07-03T00:00:00	69	588
2019-07-03T00:00:00	69	93
2019-07-03T00:00:00	69	22
2019-07-03T00:00:00	69	62
2019-07-03T00:00:00	70	29
2019-07-03T00:00:00	70	202
2019-07-03T00:00:00	70	617
2019-07-03T00:00:00	70	584
2019-07-03T00:00:00	71	277
2019-07-03T00:00:00	71	484
2019-07-03T00:00:00	71	518
2019-07-03T00:00:00	71	641
2019-07-03T00:00:00	71	39
2019-07-03T00:00:00	72	339
2019-07-03T00:00:00	72	943
2019-07-03T00:00:00	72	64
2019-07-03T00:00:00	73	889
2019-07-03T00:00:00	73	152
2019-07-03T00:00:00	73	21
2019-07-03T00:00:00	73	30
2019-07-03T00:00:00	75	760
2019-07-03T00:00:00	75	633
2019-07-03T00:00:00	75	575
2019-07-03T00:00:00	75	540
2019-07-03T00:00:00	76	548
2019-07-03T00:00:00	76	415
2019-07-03T00:00:00	76	50
2019-07-03T00:00:00	76	592
2019-07-03T00:00:00	76	697
2019-07-03T00:00:00	77	466
2019-07-03T00:00:00	77	43
2019-07-03T00:00:00	78	736
2019-07-03T00:00:00	78	232
2019-07-03T00:00:00	78	944
2019-07-03T00:00:00	79	926
2019-07-03T00:00:00	79	971
2019-07-03T00:00:00	80	972
2019-07-03T00:00:00	81	414
2019-07-03T00:00:00	81	813
2019-07-03T00:00:00	81	559
2019-07-03T00:00:00	81	893
2019-07-03T00:00:00	81	21
2019-07-03T00:00:00	82	145
2019-07-03T00:00:00	84	307
2019-07-03T00:00:00	84	385
2019-07-03T00:00:00	84	660
2019-07-03T00:00:00	84	999
2019-07-03T00:00:00	86	206
2019-07-03T00:00:00	87	943
2019-07-03T00:00:00	87	104
2019-07-03T00:00:00	88	211
2019-07-03T00:00:00	88	910
2019-07-03T00:00:00	88	763
2019-07-03T00:00:00	89	690
2019-07-03T00:00:00	89	899
2019-07-03T00:00:00	89	454
2019-07-03T00:00:00	90	192
2019-07-03T00:00:00	90	648
2019-07-03T00:00:00	90	780
2019-07-03T00:00:00	91	221
2019-07-03T00:00:00	92	804
2019-07-03T00:00:00	92	521
2019-07-03T00:00:00	92	292
2019-07-03T00:00:00	92	413
2019-07-03T00:00:00	93	139
2019-07-03T00:00:00	93	69
2019-07-03T00:00:00	94	446
2019-07-03T00:00:00	94	26
2019-07-03T00:00:00	95	447
2019-07-03T00:00:00	95	885
2019-07-03T00:00:00	95	148
2019-07-03T00:00:00	96	291
2019-07-03T00:00:00	96	411
2019-07-03T00:00:00	96	348
2019-07-03T00:00:00	97	491
2019-07-03T00:00:00	97	663
2019-07-03T00:00:00	98	694
2019-07-03T00:00:00	98	968
2019-07-03T00:00:00	98	57
2019-07-03T00:00:00	98	12
2019-07-03T00:00:00	98	514
2019-07-03T00:00:00	98	474
2019-07-03T00:00:00	98	495
2019-07-03T00:00:00	98	998
2019-07-03T00:00:00	99	353
2019-07-03T00:00:00	99	475
2019-07-03T00:00:00	100	174
2019-07-03T00:00:00	100	718
2019-07-03T00:00:00	100	403
2019-07-03T00:00:00	100	252
2019-07-03T00:00:00	101	159
2019-07-03T00:00:00	101	61
2019-07-03T00:00:00	101	167
2019-07-03T00:00:00	103	636
2019-07-03T00:00:00	103	45
2019-07-03T00:00:00	104	238
2019-07-03T00:00:00	104	268
2019-07-03T00:00:00	104	87
2019-07-03T00:00:00	105	890
2019-07-03T00:00:00	109	471
2019-07-03T00:00:00	110	172
2019-07-03T00:00:00	110	15
2019-07-03T00:00:00	111	629
2019-07-03T00:00:00	111	123
2019-07-03T00:00:00	111	691
2019-07-03T00:00:00	111	908
2019-07-03T00:00:00	112	178
2019-07-03T00:00:00	113	293
2019-07-03T00:00:00	114	457
2019-07-03T00:00:00	115	684
2019-07-03T00:00:00	116	124
2019-07-03T00:00:00	116	350
2019-07-03T00:00:00	118	304
2019-07-03T00:00:00	119	416
2019-07-03T00:00:00	119	175
2019-07-03T00:00:00	119	752
2019-07-03T00:00:00	120	777
2019-07-03T00:00:00	120	877
2019-07-03T00:00:00	120	463
2019-07-03T00:00:00	121	131
2019-07-03T00:00:00	121	876
2019-07-03T00:00:00	121	513
2019-07-03T00:00:00	121	392
2019-07-03T00:00:00	121	433
2019-07-03T00:00:00	122	918
2019-07-03T00:00:00	122	437
2019-07-03T00:00:00	122	931
2019-07-03T00:00:00	122	655
2019-07-03T00:00:00	123	349
2019-07-03T00:00:00	123	111
2019-07-03T00:00:00	123	691
2019-07-03T00:00:00	123	438
2019-07-03T00:00:00	123	916
2019-07-03T00:00:00	123	977
2019-07-03T00:00:00	123	128
2019-07-03T00:00:00	124	116
2019-07-03T00:00:00	124	958
2019-07-03T00:00:00	124	582
2019-07-03T00:00:00	124	852
2019-07-03T00:00:00	124	350
2019-07-03T00:00:00	125	949
2019-07-03T00:00:00	125	808
2019-07-03T00:00:00	126	535
2019-07-03T00:00:00	126	54
2019-07-03T00:00:00	126	532
2019-07-03T00:00:00	127	242
2019-07-03T00:00:00	127	319
2019-07-03T00:00:00	127	787
2019-07-03T00:00:00	127	138
2019-07-03T00:00:00	128	535
2019-07-03T00:00:00	128	123
2019-07-03T00:00:00	128	438
2019-07-03T00:00:00	128	977
2019-07-03T00:00:00	129	56
2019-07-03T00:00:00	129	349
2019-07-03T00:00:00	129	525
2019-07-03T00:00:00	129	19
2019-07-03T00:00:00	129	916
2019-07-03T00:00:00	130	836
2019-07-03T00:00:00	130	678
2019-07-03T00:00:00	130	478
2019-07-03T00:00:00	131	121
2019-07-03T00:00:00	131	433
2019-07-03T00:00:00	132	688
2019-07-03T00:00:00	132	399
2019-07-03T00:00:00	132	405
2019-07-03T00:00:00	132	814
2019-07-03T00:00:00	132	560
2019-07-03T00:00:00	133	276
2019-07-03T00:00:00	133	411
2019-07-03T00:00:00	133	511
2019-07-03T00:00:00	133	348
2019-07-03T00:00:00	134	855
2019-07-03T00:00:00	134	798
2019-07-03T00:00:00	134	925
2019-07-03T00:00:00	135	329
2019-07-03T00:00:00	135	956
2019-07-03T00:00:00	135	945
2019-07-03T00:00:00	135	188
2019-07-03T00:00:00	135	436
2019-07-03T00:00:00	136	839
2019-07-03T00:00:00	136	653
2019-07-03T00:00:00	136	732
2019-07-03T00:00:00	136	593
2019-07-03T00:00:00	137	653
2019-07-03T00:00:00	137	732
2019-07-03T00:00:00	137	557
2019-07-03T00:00:00	137	927
2019-07-03T00:00:00	138	127
2019-07-03T00:00:00	139	588
2019-07-03T00:00:00	139	93
2019-07-03T00:00:00	140	409
2019-07-03T00:00:00	140	615
2019-07-03T00:00:00	140	418
2019-07-03T00:00:00	140	377
2019-07-03T00:00:00	141	516
2019-07-03T00:00:00	142	721
2019-07-03T00:00:00	142	176
2019-07-03T00:00:00	142	448
2019-07-03T00:00:00	142	682
2019-07-03T00:00:00	142	835
2019-07-03T00:00:00	143	751
2019-07-03T00:00:00	143	34
2019-07-03T00:00:00	143	579
2019-07-03T00:00:00	143	354
2019-07-03T00:00:00	144	782
2019-07-03T00:00:00	145	82
2019-07-03T00:00:00	145	382
2019-07-03T00:00:00	146	508
2019-07-03T00:00:00	146	888
2019-07-03T00:00:00	147	738
2019-07-03T00:00:00	147	551
2019-07-03T00:00:00	147	541
2019-07-03T00:00:00	148	447
2019-07-03T00:00:00	148	885
2019-07-03T00:00:00	148	844
2019-07-03T00:00:00	148	95
2019-07-03T00:00:00	148	408
2019-07-03T00:00:00	149	575
2019-07-03T00:00:00	149	513
2019-07-03T00:00:00	149	161
2019-07-03T00:00:00	149	278
2019-07-03T00:00:00	149	557
2019-07-03T00:00:00	150	223
2019-07-03T00:00:00	151	957
2019-07-03T00:00:00	151	614
2019-07-03T00:00:00	151	370
2019-07-03T00:00:00	152	693
2019-07-03T00:00:00	152	30
2019-07-03T00:00:00	152	380
2019-07-03T00:00:00	152	73
2019-07-03T00:00:00	153	197
2019-07-03T00:00:00	153	38
2019-07-03T00:00:00	153	222
2019-07-03T00:00:00	153	66
